Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"44419","1","2019-01-23 09:21:13","1","27","<machine-learning><data-mining>","0",""
"44423","1","2019-01-23 09:58:41","4","6057","<python><time-series><visualization><data-analysis><forecast>","1",""
"44427","1","2019-01-23 10:57:09","1","111","<machine-learning><scikit-learn><pca>","1",""
"44430","1","2019-01-23 11:13:32","0","1069","<fuzzy-logic>","2",""
"44432","1","2019-01-23 11:17:46","2","361","<time-series><anomaly-detection><online-learning>","1",""
"44438","1","2019-01-23 13:16:29","0","2370","<machine-learning><python><deep-learning><keras><cnn>","1",""
"44440","1","2019-01-23 14:04:25","0","159","<machine-learning><theory>","2",""
"44446","1","2019-01-23 14:55:08","1","304","<machine-learning><gradient-descent>","2",""
"44448","1","2019-01-23 15:34:39","2","130","<nlp><clustering><feature-extraction><encoding><embeddings>","0",""
"44449","1","2019-01-23 15:36:41","1","1678","<python><scikit-learn><pandas><numpy>","0",""
"44450","1","2019-01-23 15:37:08","2","748","<python><scikit-learn><decision-trees><accuracy><matlab>","2",""
"44454","1","2019-01-23 16:56:01","0","594","<python><pandas>","2",""
"44456","1","2019-01-23 17:29:04","3","936","<python><deep-learning><keras>","1",""
"44460","1","2019-01-23 18:03:18","1","151","<machine-learning><reinforcement-learning><q-learning><policy-gradients>","1",""
"44463","1","2019-01-23 18:52:32","1","51","<neural-network><deep-learning><image-classification>","0",""
"44465","1","2019-01-23 21:19:38","2","84","<r><logistic-regression><regularization>","1",""
"44474","1","2019-01-24 00:43:27","3","3647","<python><keras><tensorflow><gpu>","2",""
"44476","1","2019-01-24 04:59:16","5","17499","<python><pandas><bigdata><data-cleaning>","2",""
"44478","1","2019-01-24 06:33:12","0","44","<machine-learning><data-cleaning><logistic-regression>","1",""
"44482","1","2019-01-24 07:25:46","4","99","<machine-learning><recommender-system><supervised-learning><similarity>","1",""
"44484","1","2019-01-24 08:17:31","1","388","<machine-learning-model>","1",""
"44499","1","2019-01-24 12:24:40","1","105","<gaussian><deepmind>","0",""
"44501","1","2019-01-24 12:52:37","2","373","<deep-learning><time-series><anomaly-detection><online-learning><kalman-filter>","1",""
"44503","1","2019-01-24 13:43:15","0","101","<machine-learning><statistics>","1",""
"44504","1","2019-01-24 14:02:19","2","314","<nlp><nlg>","0",""
"44506","1","2019-01-24 14:45:18","1","2534","<overfitting><inception>","1",""
"44508","1","2019-01-24 15:18:57","1","29","<tensorflow>","0",""
"44514","1","2019-01-24 17:21:25","0","615","<python><deep-learning><keras><lstm><rnn>","1",""
"44517","1","2019-01-24 17:47:15","1","5756","<python><scikit-learn><bigdata><k-means>","3",""
"44518","1","2019-01-24 18:08:03","3","4470","<cnn><convolutional-neural-network>","4",""
"44522","1","2019-01-24 18:45:27","1","174","<nlp><dimensionality-reduction>","0",""
"44526","1","2019-01-24 20:03:07","2","403","<python><keras><cnn><convolutional-neural-network>","0",""
"44530","1","2019-01-24 21:47:34","2","68","<machine-learning><scikit-learn><data-mining><visualization><algorithms>","1",""
"44535","1","2019-01-24 23:58:29","5","2139","<cnn><mnist>","2",""
"44537","1","2019-01-25 00:54:49","0","1531","<machine-learning><neural-network><keras><tensorflow>","1",""
"44544","1","2019-01-25 06:59:45","1","111","<neural-network><image-classification>","1",""
"44546","1","2019-01-25 07:49:00","1","77","<regression><activation-function>","0",""
"44549","1","2019-01-25 09:33:15","6","1782","<machine-learning><loss-function><parameter-estimation>","1",""
"44552","1","2019-01-25 10:30:02","5","451","<neural-network><statistics><rnn><forecast><forecasting>","1",""
"44553","1","2019-01-25 10:32:31","2","160","<python><data-mining><text-mining><algorithms><optimization>","1",""
"44554","1","2019-01-25 10:36:38","0","21664","<python><histogram>","1",""
"44558","1","2019-01-25 11:37:36","0","250","<algorithms>","1",""
"44561","1","2019-01-25 11:54:48","2","1883","<machine-learning><python><time-series><lstm>","2",""
"44565","1","2019-01-25 12:53:34","1","76","<python><keras><time-series><regression><forecast>","0",""
"44573","1","2019-01-25 14:46:52","1","58","<dataset><theory>","0",""
"44578","1","2019-01-25 15:26:30","1","3390","<overfitting>","2",""
"44582","1","2019-01-25 16:54:16","0","116","<python><logistic-regression>","1",""
"44584","1","2019-01-25 18:22:34","0","688","<deep-learning><keras><tensorflow>","1",""
"44586","1","2019-01-25 19:13:11","2","1793","<machine-learning><python>","1",""
"44595","1","2019-01-26 03:53:11","2","5687","<keras><multiclass-classification>","1",""
"44597","1","2019-01-26 06:21:26","1","66","<deep-learning><lstm>","0",""
"44607","1","2019-01-26 10:30:50","0","599","<reinforcement-learning><ai><openai-gym>","2",""
"44611","1","2019-01-26 16:16:54","2","360","<keras><tensorflow>","1",""
"44613","1","2019-01-26 16:53:48","0","44","<cnn><image-recognition>","1",""
"44617","1","2019-01-26 19:36:50","1","427","<machine-learning><python><multilabel-classification>","1",""
"44621","1","2019-01-26 23:18:17","0","5888","<r>","3",""
"44624","1","2019-01-27 02:53:33","4","12177","<keras><tensorflow><lstm>","3",""
"44625","1","2019-01-27 06:16:27","1","70","<machine-learning><deep-learning><transfer-learning>","0",""
"44627","1","2019-01-27 07:54:54","1","914","<python><tensorflow><anaconda>","2",""
"44635","1","2019-01-27 11:22:36","1","3333","<machine-learning><neural-network><recommender-system><embeddings>","2",""
"44637","1","2019-01-27 11:50:17","0","906","<machine-learning><neural-network><supervised-learning>","1",""
"44638","1","2019-01-27 11:54:23","1","28","<classification><data-mining><labels>","0",""
"44640","1","2019-01-27 12:17:44","1","39","<classification><decision-trees>","1",""
"44641","1","2019-01-27 12:30:58","1","91","<python><scikit-learn><data><linear-regression>","1",""
"44643","1","2019-01-27 13:45:38","1","658","<excel><sas>","1",""
"44644","1","2019-01-27 14:01:53","18","50580","<neural-network><keras><feature-selection><rnn><sequence-to-sequence>","3",""
"44645","1","2019-01-27 14:13:32","1","821","<machine-learning><neural-network><keras><tensorflow>","1",""
"44647","1","2019-01-27 14:44:10","3","1803","<neural-network><time-series><overfitting><rnn><data-augmentation>","2",""
"44657","1","2019-01-27 18:20:22","1","138","<image-classification><image-recognition>","3",""
"44658","1","2019-01-27 19:25:00","1","23","<statistics><ensemble-modeling><variance>","0",""
"44659","1","2019-01-27 19:38:54","1","503","<dataframe>","1",""
"44664","1","2019-01-27 22:11:40","0","43","<machine-learning><machine-learning-model>","1",""
"44668","1","2019-01-28 02:26:19","0","2018","<python><machine-learning-model><data-science-model>","1",""
"44671","1","2019-01-28 03:05:03","1","20","<machine-learning><data-mining>","0",""
"44673","1","2019-01-28 04:04:19","1","77","<machine-learning><neural-network><deep-learning><cnn><image-classification>","2",""
"44674","1","2019-01-28 05:13:45","3","534","<deep-learning>","1",""
"44675","1","2019-01-28 06:20:18","0","25","<model-selection>","1",""
"44678","1","2019-01-28 06:45:34","2","1677","<regression><categorical-data><class-imbalance>","1",""
"44679","1","2019-01-28 06:57:39","1","319","<naive-bayes-classifier>","0",""
"44680","1","2019-01-28 07:48:11","1","989","<python><tensorflow><cnn><computer-vision><opencv>","0",""
"44682","1","2019-01-28 08:11:29","0","6556","<pytorch>","2",""
"44693","1","2019-01-28 11:44:21","3","3048","<classification><multiclass-classification>","2",""
"44694","1","2019-01-28 11:49:17","1","777","<machine-learning><prediction>","1",""
"44697","1","2019-01-28 12:32:03","2","2252","<machine-learning><classification><nlp><named-entity-recognition>","0",""
"44699","1","2019-01-28 13:15:46","3","263","<neural-network><deep-learning><nlp><word-embeddings>","2",""
"44700","1","2019-01-28 13:17:11","15","27751","<neural-network><scikit-learn><classifier><mlp>","2",""
"44703","1","2019-01-28 13:34:41","24","26527","<machine-learning><neural-network><gradient-descent><backpropagation><cost-function>","1",""
"44707","1","2019-01-28 13:57:16","1","210","<python><data><json><wolfram-language>","1",""
"44708","1","2019-01-28 14:13:57","0","1359","<machine-learning><deep-learning><tensorflow><data-augmentation><image-preprocessing>","1",""
"44711","1","2019-01-28 14:34:03","2","2806","<multiclass-classification><class-imbalance><smote>","2",""
"44715","1","2019-01-28 15:21:03","2","423","<pca>","1",""
"44716","1","2019-01-28 15:46:08","2","170","<deep-learning><keras><tensorflow>","1",""
"44717","1","2019-01-28 15:48:32","2","689","<tensorflow><azure-ml>","1",""
"44720","1","2019-01-28 16:08:24","2","140","<clustering><orange>","2",""
"44727","1","2019-01-28 18:09:24","3","1586","<neural-network><training><convolution><matlab>","1",""
"44730","1","2019-01-28 19:19:04","1","551","<python><neural-network>","1",""
"44731","1","2019-01-28 19:35:36","2","78","<nlp><word2vec>","0",""
"44738","1","2019-01-28 20:27:01","1","7345","<python><dataframe>","1",""
"44744","1","2019-01-28 22:57:10","2","1659","<python><word2vec><gensim>","2",""
"44746","1","2019-01-28 23:49:09","0","4738","<data-mining><market-basket-analysis>","1",""
"44750","1","2019-01-29 05:06:56","1","179","<anaconda>","1",""
"44753","1","2019-01-29 06:17:37","1","16","<machine-learning><deep-learning><pytorch>","0",""
"44755","1","2019-01-29 07:21:40","14","7188","<classification><class-imbalance><weighted-data>","1",""
"44759","1","2019-01-29 09:00:04","0","144","<machine-learning><python><xgboost>","1",""
"44764","1","2019-01-29 09:57:20","0","933","<python><outlier>","1",""
"44768","1","2019-01-29 11:04:38","6","945","<machine-learning><neural-network><deep-learning>","4",""
"44769","1","2019-01-29 13:42:55","2","333","<python><graphs><social-network-analysis><networkx>","2",""
"44774","1","2019-01-29 15:23:35","1","570","<jupyter><kaggle>","1",""
"44777","1","2019-01-29 16:07:48","1","516","<feature-selection><linear-regression>","3",""
"44778","1","2019-01-29 16:23:55","3","704","<deep-learning><lstm>","1",""
"44780","1","2019-01-29 17:00:21","1","133","<python><tensorflow>","0",""
"44790","1","2019-01-29 21:57:59","0","1243","<python><computer-vision><opencv>","1",""
"44794","1","2019-01-29 23:52:17","5","67","<machine-learning><time-series>","1",""
"44795","1","2019-01-30 00:33:11","1","388","<machine-learning><python><nlp><clustering><similarity>","1",""
"44797","1","2019-01-30 01:14:19","1","19","<machine-learning><q-learning>","0",""
"44798","1","2019-01-30 03:26:00","0","62","<bigdata><apache-hadoop>","1",""
"44800","1","2019-01-30 05:45:10","4","14423","<python><scikit-learn><recommender-system>","3",""
"44801","1","2019-01-30 06:04:15","1","43","<neural-network><deep-learning><data-science-model><ai>","0",""
"44803","1","2019-01-30 06:51:22","1","1730","<python><dataset><data><svm><machine-learning-model>","1",""
"44804","1","2019-01-30 09:06:08","1","164","<machine-learning><deep-learning><predictive-modeling><cnn>","1",""
"44811","1","2019-01-30 11:16:36","0","163","<pandas>","1",""
"44813","1","2019-01-30 11:44:39","1","78","<lstm><overfitting><generalization>","0",""
"44823","1","2019-01-30 17:08:57","1","1363","<machine-learning><neural-network><weighted-data><matrix>","1",""
"44831","1","2019-01-30 20:02:20","1","519","<classification><random-forest><recommender-system><multiclass-classification>","2",""
"44836","1","2019-01-30 21:18:08","0","750","<python><text-mining><supervised-learning><lda>","3",""
"44837","1","2019-01-30 21:27:17","1","42","<neural-network><keras>","0",""
"44839","1","2019-01-31 00:42:33","0","165","<keras><loss-function>","2",""
"44840","1","2019-01-31 01:15:50","0","159","<scikit-learn><tensorflow><algorithms>","1",""
"44843","1","2019-01-31 04:28:42","0","741","<machine-learning><python>","1",""
"44845","1","2019-01-31 06:16:49","1","1070","<python><feature-selection><correlation>","2",""
"44846","1","2019-01-31 06:54:43","2","363","<machine-learning><training><scalability>","5",""
"44850","1","2019-01-31 08:36:48","2","249","<neural-network><convolution>","0",""
"44851","1","2019-01-31 08:49:03","-1","174","<dataframe>","1",""
"44852","1","2019-01-31 09:13:00","2","244","<feature-selection><ranking><information-theory><mutual-information>","1",""
"44853","1","2019-01-31 09:28:56","1","1064","<machine-learning><clustering><k-means><fuzzy-logic>","1",""
"44863","1","2019-01-31 13:42:09","3","744","<machine-learning>","4",""
"44866","1","2019-01-31 14:16:49","1","1010","<tensorflow>","1",""
"44870","1","2019-01-31 15:45:41","1","143","<machine-learning-model><kaggle>","0",""
"44871","1","2019-01-31 15:57:53","1","36029","<python><computer-vision><opencv>","2",""
"44875","1","2019-01-31 19:13:36","0","42","<machine-learning><classification><performance>","1",""
"44876","1","2019-01-31 19:58:54","1","83","<nlp><text-mining><text>","0",""
"44880","1","2019-01-31 22:51:31","5","285","<neural-network><linear-regression><svm><naive-bayes-classifier><perceptron>","4",""
"44883","1","2019-02-01 00:02:15","13","13824","<deep-learning><keras><tensorflow><multiclass-classification><class-imbalance>","6",""
"44884","1","2019-02-01 00:11:05","2","876","<machine-learning><data-mining><dataset>","2",""
"44889","1","2019-02-01 04:16:08","2","1046","<deep-learning><visualization><word2vec><tsne>","2",""
"44890","1","2019-02-01 04:59:28","1","13","<prediction><linear-algebra>","0",""
"44893","1","2019-02-01 06:18:21","1","695","<clustering><k-means><features>","1",""
"44895","1","2019-02-01 07:00:14","1","735","<machine-learning><deep-learning><lstm><rnn><data-science-model>","1",""
"44896","1","2019-02-01 08:06:31","4","175","<machine-learning><optimization><machine-learning-model>","2",""
"44897","1","2019-02-01 08:17:46","4","13636","<clustering><k-means>","2",""
"44899","1","2019-02-01 08:50:33","2","1600","<python><time-series><pandas><forecasting>","1",""
"44904","1","2019-02-01 10:26:58","1","1277","<loss-function><gan><game>","2",""
"44910","1","2019-02-01 12:15:54","8","512","<machine-learning><deep-learning><neural-network><gan><generative-models>","3",""
"44913","1","2019-02-01 13:15:31","1","52","<machine-learning>","3",""
"44915","1","2019-02-01 13:30:06","0","61","<nlp>","1",""
"44923","1","2019-02-01 15:50:27","1","837","<dataset><prediction><marketing>","4",""
"44925","1","2019-02-01 16:33:45","-1","49","<machine-learning><neural-network><deep-learning><nlp>","1",""
"44928","1","2019-02-01 17:05:44","0","1615","<python><keras><tensorflow>","1",""
"44930","1","2019-02-01 17:12:31","1","18","<text-generation><state-of-the-art>","0",""
"44933","1","2019-02-01 18:34:56","3","805","<deep-learning><cnn><convolutional-neural-network>","2",""
"44936","1","2019-02-01 18:49:09","4","3138","<neural-network><keras><multilabel-classification>","1",""
"44938","1","2019-02-01 19:09:41","1","18","<machine-learning><python><scikit-learn><predictive-modeling><sql>","0",""
"44940","1","2019-02-01 20:29:22","1","380","<python><pandas>","1",""
"44941","1","2019-02-01 20:39:46","2","1264","<python><scikit-learn><random-forest><apache-spark><pyspark>","0",""
"44944","1","2019-02-01 21:54:18","1","583","<machine-learning><algorithms><boosting>","2",""
"44947","1","2019-02-01 23:10:17","2","115","<predictive-modeling><machine-learning-model>","2",""
"44948","1","2019-02-01 23:21:38","1","152","<linear-regression><gradient-descent>","1",""
"44949","1","2019-02-02 00:03:59","1","40","<terminology>","1",""
"44950","1","2019-02-02 03:23:13","2","1203","<machine-learning><scikit-learn><cross-validation>","0",""
"44952","1","2019-02-02 03:56:58","1","79","<neural-network><ann>","0",""
"44953","1","2019-02-02 05:42:13","1","82","<machine-learning><linear-algebra>","0",""
"44961","1","2019-02-02 08:36:54","0","33","<machine-learning><time-series><rnn><forecast><forecasting>","1",""
"44966","1","2019-02-02 11:53:50","1","333","<neural-network><keras><time-series><rnn><sequence-to-sequence>","0",""
"44967","1","2019-02-02 13:26:24","1","25","<feature-selection>","0",""
"44969","1","2019-02-02 17:20:12","0","107","<python><keras><tensorflow>","1",""
"44971","1","2019-02-02 19:00:35","1","4013","<gpu><epochs>","1",""
"44973","1","2019-02-02 19:34:25","1","358","<machine-learning><python><predictive-modeling>","2",""
"44975","1","2019-02-02 20:24:01","1","42","<nlp><cross-validation><multilabel-classification><randomized-algorithms>","0",""
"44980","1","2019-02-02 23:43:53","0","5546","<classification><predictive-modeling><logistic-regression><xgboost>","3",""
"44981","1","2019-02-03 03:12:52","2","323","<deep-learning><nlp><text-generation>","1",""
"44986","1","2019-02-03 09:46:38","2","5638","<time-series><lstm><prediction>","2",""
"44987","1","2019-02-03 10:39:54","0","52","<time-series><rnn><linear-regression>","1",""
"44990","1","2019-02-03 11:42:30","1","26","<machine-learning><deep-learning><statistics>","1",""
"44992","1","2019-02-03 12:10:15","2","682","<similarity><cosine-distance><jaccard-coefficient>","1",""
"44995","1","2019-02-03 14:22:25","6","17378","<python><visualization><matplotlib>","1",""
"44996","1","2019-02-03 14:23:41","1","906","<matlab><image-preprocessing>","0",""
"44999","1","2019-02-03 16:29:55","1","403","<python><numpy><scipy><matrix>","1",""
"45001","1","2019-02-03 17:27:30","0","89","<r><data-imputation>","1",""
"45003","1","2019-02-03 19:47:09","-1","703","<dataset><image-classification>","1",""
"45004","1","2019-02-03 20:15:48","2","816","<machine-learning><classification><data-mining><xgboost><prediction>","2",""
"45008","1","2019-02-04 00:12:21","1","22","<visualization><svm><supervised-learning>","0",""
"45011","1","2019-02-04 01:02:42","0","564","<pandas>","1",""
"45015","1","2019-02-04 03:44:27","6","4580","<neural-network><deep-learning><tensorflow>","1",""
"45018","1","2019-02-04 05:48:02","1","355","<random-forest><multiclass-classification><class-imbalance><sampling>","0",""
"45019","1","2019-02-04 05:55:38","3","279","<tensorflow><pytorch>","0",""
"45023","1","2019-02-04 09:05:24","1","99","<nlp>","0",""
"45027","1","2019-02-04 11:03:58","1","378","<deep-learning><cnn><convolution>","0",""
"45028","1","2019-02-04 11:18:01","3","1904","<scikit-learn><logistic-regression>","1",""
"45033","1","2019-02-04 12:10:56","3","849","<nlp>","2",""
"45036","1","2019-02-04 13:39:51","0","128","<deep-learning><lstm>","1",""
"45039","1","2019-02-04 14:46:24","6","1166","<deep-learning><cnn><training><gan>","2",""
"45041","1","2019-02-04 16:08:30","2","4149","<machine-learning><python><classification><scikit-learn>","1",""
"45046","1","2019-02-04 16:32:21","12","7299","<machine-learning><scikit-learn><cross-validation><sampling><class-imbalance>","1",""
"45052","1","2019-02-04 21:25:49","1","41","<autoencoder><hyperparameter><generative-models><hyperparameter-tuning>","0",""
"45054","1","2019-02-04 22:45:45","0","2466","<scikit-learn><outlier>","3",""
"45057","1","2019-02-05 01:21:37","0","230","<reinforcement-learning><policy-gradients><actor-critic>","2",""
"106804","1","2022-01-07 15:51:58","1","193","<feature-selection><xgboost>","1",""
"106809","1","2022-01-07 17:07:18","3","13821","<python><pandas><dataframe>","3",""
"121943","1","2023-06-02 23:09:53","1","61","<keras><nlp><word-embeddings><bert><recurrent-neural-network>","0",""
"121944","1","2023-06-02 23:15:48","0","724","<deep-learning><classification><cnn><normalization>","1",""
"117400","1","2022-12-29 23:15:13","0","1610","<scikit-learn><correlation><features><shap><feature-importances>","1",""
"117404","1","2022-12-30 02:31:43","0","104","<bert><spacy><question-answering>","1",""
"117408","1","2022-12-30 03:25:02","2","103","<machine-learning><feature-selection><feature-engineering><research>","1",""
"117409","1","2022-12-30 03:33:45","1","334","<machine-learning><classification><dataset><multiclass-classification><class-imbalance>","1",""
"117411","1","2022-12-30 07:26:41","1","131","<dataset><class-imbalance><smote><imbalanced-data>","2",""
"117414","1","2022-12-30 13:06:26","0","131","<machine-learning><overfitting><oversampling>","1",""
"117417","1","2022-12-30 15:32:16","1","444","<neural-network><keras><regression>","1",""
"117423","1","2022-12-30 20:43:07","2","2245","<pandas><csv>","1",""
"117426","1","2022-12-30 21:45:50","1","43","<deep-learning><nlp><clustering><data-mining><chatbot>","0",""
"117435","1","2023-01-01 03:32:10","0","59","<nlp><feature-selection><feature-engineering><feature-extraction>","1",""
"117436","1","2023-01-01 11:42:00","0","105","<deep-learning><time-series><convolutional-neural-network><transformer>","1",""
"117439","1","2023-01-01 12:54:09","0","2755","<neural-network><keras><tensorflow><convolutional-neural-network><error-handling>","0",""
"117444","1","2023-01-02 01:14:52","9","14285","<nlp><gpu><language-model><memory>","1",""
"117447","1","2023-01-02 05:52:18","1","128","<python><pytorch><computer-vision><torchvision>","1",""
"117448","1","2023-01-02 08:59:55","0","55","<missing-data>","1",""
"117454","1","2023-01-02 12:18:11","1","37","<python><convolutional-neural-network><autoencoder><csv><image>","0",""
"117456","1","2023-01-02 13:23:25","0","768","<python><keras><lstm><multiclass-classification><text-classification>","1",""
"117458","1","2023-01-02 19:45:24","0","107","<nlp><transformer><sentiment-analysis>","1",""
"117465","1","2023-01-03 10:15:46","0","250","<keras><tensorflow>","1",""
"117467","1","2023-01-03 11:42:31","0","120","<machine-learning><logistic-regression><svm><linear-models>","1",""
"117468","1","2023-01-03 12:02:33","0","59","<pca><implementation>","1",""
"117472","1","2023-01-03 14:03:21","1","263","<python><nlp><gpt>","1",""
"117476","1","2023-01-03 15:21:01","1","96","<machine-learning><time-series><regression><data-mining><predictive-modeling>","1",""
"117489","1","2023-01-04 00:58:40","0","187","<training><sagemaker>","1",""
"117491","1","2023-01-04 02:16:19","1","264","<machine-learning><deep-learning><nlp><gpt>","1",""
"117492","1","2023-01-04 02:21:12","1","43","<machine-learning><deep-learning><classification>","1",""
"117495","1","2023-01-04 03:36:11","1","1076","<model-selection>","1",""
"117498","1","2023-01-04 07:27:04","0","17","<time-series>","1",""
"117499","1","2023-01-04 07:53:50","1","44","<machine-learning><python><keras><tensorflow>","1",""
"117505","1","2023-01-04 10:38:12","1","663","<python><tensorflow><cnn><random-forest><vgg16>","1",""
"117511","1","2023-01-04 14:29:15","0","32","<machine-learning><r><research><aws><cloud-computing>","1",""
"117512","1","2023-01-04 14:41:02","0","908","<neural-network><classification><pytorch>","0",""
"117513","1","2023-01-04 14:56:57","0","89","<python><image-classification><training><pytorch><image-recognition>","1",""
"117514","1","2023-01-04 15:29:11","0","83","<machine-learning><forecasting><arima>","0",""
"117515","1","2023-01-04 15:29:42","0","35","<random-forest><xgboost><multiclass-classification><categorical-encoding><target-encoding>","0",""
"117516","1","2023-01-04 15:29:47","2","488","<machine-learning><classification><feature-engineering><data-stream-mining><concept-drift>","1",""
"117524","1","2023-01-04 20:20:51","0","50","<machine-learning><mathematics><books>","1",""
"117526","1","2023-01-05 00:54:04","1","326","<nlp><computer-vision><language-model>","0",""
"117530","1","2023-01-05 07:26:36","0","463","<dataset><data-cleaning><data-science-model>","0",""
"117531","1","2023-01-05 07:44:13","0","660","<python><keras><tensorflow><cnn><loss-function>","1",""
"117545","1","2023-01-05 13:45:27","-1","55","<machine-learning><neural-network>","1",""
"117552","1","2023-01-05 19:08:53","1","89","<time-series><categorical-data><forecasting><predict>","1",""
"117554","1","2023-01-05 19:54:18","1","13","<cnn><lstm><image-classification>","0",""
"117557","1","2023-01-05 23:58:16","0","144","<classification><feature-selection><data-science-model><lightgbm>","1",""
"117563","1","2023-01-06 09:56:36","2","510","<machine-learning><lstm><transformer>","1",""
"117566","1","2023-01-06 10:19:28","1","12","<sampling><association-rules>","0",""
"117568","1","2023-01-06 12:05:32","0","305","<dbscan>","0",""
"117570","1","2023-01-06 13:55:28","0","58","<python><convolutional-neural-network><normalization>","1",""
"117572","1","2023-01-06 14:15:58","0","26","<python><cnn>","0",""
"117573","1","2023-01-06 14:47:04","1","534","<feature-engineering><preprocessing><data-engineering>","2",""
"117575","1","2023-01-06 15:03:46","0","62","<machine-learning><scikit-learn><xgboost>","1",""
"117583","1","2023-01-06 21:07:56","0","290","<deep-learning><transformer>","2",""
"117590","1","2023-01-07 07:41:46","0","28","<machine-learning><data-cleaning>","1",""
"117596","1","2023-01-07 10:26:20","0","303","<scikit-learn><model-selection><grid-search><gridsearchcv>","1",""
"117597","1","2023-01-07 11:09:20","0","421","<pandas><data-cleaning><dataframe>","2",""
"117599","1","2023-01-07 11:58:19","0","138","<machine-learning><supervised-learning>","1",""
"117605","1","2023-01-07 15:54:50","2","84","<machine-learning><deep-learning><supervised-learning><terminology>","2",""
"117606","1","2023-01-07 16:25:15","1","1344","<machine-learning><deep-learning><feature-selection><data-imputation>","2",""
"117608","1","2023-01-07 17:30:52","1","122","<machine-learning><cnn><image-classification><convolutional-neural-network>","2",""
"117609","1","2023-01-07 19:47:41","0","118","<machine-learning><reinforcement-learning>","1",""
"117611","1","2023-01-08 02:47:12","0","57","<predictive-modeling><machine-learning-model><probability>","2",""
"117612","1","2023-01-08 07:41:59","3","605","<machine-learning><lstm><matplotlib>","3",""
"117619","1","2023-01-08 15:23:10","1","145","<nlp><language-model>","1",""
"117627","1","2023-01-08 22:58:18","1","276","<machine-learning><neural-network><autoencoder><generative-models><image>","1",""
"117628","1","2023-01-08 22:59:42","1","830","<scikit-learn><feature-selection><cross-validation><gridsearchcv>","1",""
"117634","1","2023-01-09 09:08:20","0","234","<nlp><word-embeddings><transformer><bert>","1",""
"117635","1","2023-01-09 09:50:05","0","116","<deep-learning>","1",""
"117637","1","2023-01-09 11:44:44","1","104","<vae>","1",""
"117640","1","2023-01-09 13:18:25","1","184","<dataset><object-detection><image><labeling>","1",""
"117644","1","2023-01-09 15:42:21","2","109","<tensorflow><lstm><weight-initialization><gru><glorot-initialization>","0",""
"117645","1","2023-01-09 16:12:14","1","258","<shap><explainable-ai>","1",""
"117649","1","2023-01-09 16:58:55","0","40","<classification><cnn><class-imbalance><binary-classification>","0",""
"117650","1","2023-01-09 18:09:51","0","66","<nlp><spacy><gpt>","1",""
"117660","1","2023-01-10 03:57:17","0","74","<neural-network><tensorflow><regression>","0",""
"117663","1","2023-01-10 09:36:46","1","319","<nlp><text-mining><data-analysis><corpus>","1",""
"117665","1","2023-01-10 09:52:56","1","596","<python><graphs>","0",""
"117667","1","2023-01-10 11:41:20","1","91","<regression><normalization><text><dictionary>","1",""
"117670","1","2023-01-10 14:01:00","1","199","<deep-learning><nlp><lstm><rnn><word-embeddings>","1",""
"117677","1","2023-01-10 17:41:06","1","328","<scikit-learn>","1",""
"117678","1","2023-01-10 18:15:47","1","70","<scikit-learn><feature-selection><rfe>","0",""
"117679","1","2023-01-10 19:24:13","1","78","<orange>","0",""
"117681","1","2023-01-10 22:39:48","0","168","<transformer>","0",""
